second;src;dst;packetcount;src_ratio;dst_ratio;src_duration_ratio;dst_duration_ratio;TotalPacketDuration;TotalPacketLenght;src_packet_ratio;dst_packet_ratio;DioCount;DisCount;DaoCount;OtherMsg;label
69.0;12;21;39;0.27857143;1.0;0.5016459;1.0;0.9150009155273438;2496;0.20304239;1.0;0;39;0;39;0
70.0;20;21;25;1.0;1.0;1.0;1.0;0.18199920654296875;2425;1.0;1.0;25;0;0;0;0
71.0;20;21;5;0.07936508;0.6984127;0.5552496;0.72191507;0.6030044555664062;485;0.09859727;0.6060175;5;0;0;0;0
71.0;13;21;39;0.61904764;0.6984127;0.1666655;0.72191507;0.180999755859375;2496;0.5074202;0.6060175;0;39;0;78;0
71.0;2;16;19;0.3015873;0.3015873;0.27808493;0.27808493;0.302001953125;1938;0.39398253;0.39398253;19;0;0;0;0
72.0;17;21;39;0.5652174;1.0;0.29111618;1.0;0.6389999389648438;2496;0.4617092;1.0;0;39;0;78;0
72.0;15;21;30;0.4347826;1.0;0.7088838;1.0;1.555999755859375;2910;0.5382908;1.0;30;0;0;0;0
74.0;6;21;30;1.0;1.0;1.0;1.0;0.9539947509765625;2910;1.0;1.0;30;0;0;0;0
75.0;10;21;39;0.24840765;1.0;0.1367677;1.0;0.10599517822265625;2496;0.24759449;1.0;0;39;0;78;0
75.0;7;21;39;0.24840765;1.0;0.15226273;1.0;0.11800384521484375;2496;0.24759449;1.0;0;39;0;78;0
75.0;18;21;39;0.24840765;1.0;0.15355234;1.0;0.1190032958984375;2496;0.24759449;1.0;0;39;0;78;0
75.0;1;21;39;0.24840765;1.0;0.445162;1.0;0.345001220703125;2496;0.24759449;1.0;0;39;0;78;0
75.0;14;21;1;0.006369427;1.0;0.112255245;1.0;0.08699798583984375;97;0.009622062;1.0;1;0;0;0;0
76.0;14;21;29;0.27027026;0.7117117;0.21804832;0.8775527;0.09799957275390625;2813;0.27344865;0.74268633;29;0;0;0;0
76.0;20;21;30;0.13513513;0.7117117;0.26101387;0.8775527;0.24300384521484375;2910;0.15394382;0.74268633;30;0;0;0;0
76.0;19;21;39;0.17567568;0.7117117;0.11063035;0.8775527;0.102996826171875;2496;0.13204253;0.74268633;0;39;0;78;0
76.0;10;21;30;0.15765765;0.7117117;0.20301078;0.8775527;0.18700408935546875;2910;0.17404644;0.74268633;30;0;0;78;0
76.0;5;21;30;0.13513513;0.7117117;0.19978201;0.8775527;0.18599700927734375;2910;0.15394382;0.74268633;30;0;0;0;0
76.0;10;14;5;0.15765765;0.022522522;0.20301078;0.0021470482;0.0019989013671875;380;0.17404644;0.02010263;0;0;5;0;0
76.0;14;6;31;0.27027026;0.13963965;0.21804832;0.11278559;0.10500335693359375;2356;0.27344865;0.1246363;0;0;31;0;0
76.0;6;0;28;0.12612613;0.12612613;0.0075146686;0.0075146686;0.00699615478515625;2128;0.11257473;0.11257473;0;0;28;0;0
77.0;10;14;31;0.3069307;0.3069307;0.12200665;0.12200665;0.10199737548828125;3162;0.3647059;0.3647059;31;0;0;0;0
77.0;3;21;39;0.38613862;0.6831683;0.29067495;0.77512413;0.24300384521484375;2496;0.28788927;0.62352943;0;39;0;78;0
77.0;14;21;30;0.2970297;0.6831683;0.48444915;0.77512413;0.404998779296875;2910;0.33564013;0.62352943;30;0;0;0;0
77.0;15;5;1;0.00990099;0.00990099;0.10286924;0.10286924;0.08599853515625;102;0.011764706;0.011764706;1;0;0;0;0
78.0;15;5;27;0.16564417;0.16564417;0.014950564;0.014950564;0.01000213623046875;2754;0.1855295;0.1855295;27;0;0;0;0
78.0;10;21;30;0.26993865;0.607362;0.40059757;0.82659173;0.26300048828125;2910;0.29223928;0.5602264;30;0;0;78;0
78.0;12;21;39;0.2392638;0.607362;0.14498968;0.82659173;0.0970001220703125;2496;0.16814874;0.5602264;0;39;0;78;0
78.0;10;14;14;0.26993865;0.17177914;0.40059757;0.14948283;0.0050048828125;1428;0.29223928;0.19240098;14;0;0;0;0
78.0;16;2;9;0.055214725;0.055214725;0.0089749;0.0089749;0.00600433349609375;918;0.061843168;0.061843168;9;0;0;0;0
78.0;6;14;14;0.08588957;0.17177914;0.14200185;0.14948283;0.095001220703125;1428;0.09620049;0.19240098;14;0;0;0;0
78.0;17;21;30;0.18404908;0.607362;0.28848544;0.82659173;0.19300079345703125;2910;0.1960388;0.5602264;30;0;0;78;0
79.0;17;10;37;0.2890625;0.2890625;0.20304017;0.20304017;0.10700225830078125;2812;0.27148098;0.27148098;0;0;37;0;0
79.0;10;14;3;0.0234375;0.0234375;0.0018964893;0.0018964893;0.00099945068359375;228;0.022011971;0.022011971;0;0;3;0;0
79.0;14;6;31;0.2421875;0.2421875;0.011393413;0.011393413;0.00600433349609375;2356;0.22745703;0.22745703;0;0;31;0;0
79.0;6;0;27;0.2109375;0.2109375;0.011378936;0.011378936;0.0059967041015625;2052;0.19810775;0.19810775;0;0;27;0;0
79.0;9;21;30;0.234375;0.234375;0.772291;0.772291;0.4069976806640625;2910;0.28094226;0.28094226;30;0;0;0;0
80.0;17;21;30;0.36206895;0.7758621;0.4942935;0.97553116;0.29399871826171875;2910;0.36320508;0.76700056;30;0;0;78;0
80.0;15;21;30;0.25862068;0.7758621;0.035881862;0.97553116;0.02199554443359375;2910;0.25566685;0.76700056;30;0;0;0;0
80.0;14;21;30;0.25862068;0.7758621;0.46004206;0.97553116;0.28200531005859375;2910;0.25566685;0.76700056;30;0;0;0;0
80.0;10;14;12;0.10344828;0.10344828;0.00815214;0.00815214;0.00499725341796875;1224;0.107538216;0.107538216;12;0;0;0;0
80.0;20;5;2;0.01724138;0.01724138;0.001630428;0.001630428;0.00099945068359375;204;0.017923037;0.017923037;2;0;0;0;0
80.0;17;10;12;0.36206895;0.10344828;0.4942935;0.014686299;0.009002685546875;1224;0.36320508;0.107538216;12;0;0;0;0
81.0;13;21;39;0.43820226;0.78651685;0.022822998;0.8330993;0.01599884033203125;2496;0.3354388;0.7395511;0;39;0;117;0
81.0;17;10;19;0.2247191;0.21348314;0.29244348;0.16690066;0.11699676513671875;1938;0.27348474;0.26044887;19;0;0;0;0
81.0;10;21;30;0.33707866;0.78651685;0.6847335;0.8330993;0.4799957275390625;2910;0.39107648;0.7395511;30;0;0;78;0
81.0;17;21;1;0.2247191;0.78651685;0.29244348;0.8330993;0.08800506591796875;97;0.27348474;0.7395511;1;0;0;78;0
82.0;17;21;29;0.46979865;0.39597315;0.35410362;0.7241442;0.1719970703125;2813;0.49988693;0.43143612;29;0;0;78;0
82.0;17;10;41;0.46979865;0.2751678;0.35410362;0.12598784;0.09499359130859375;3818;0.49988693;0.2878251;27;0;14;0;0
82.0;3;21;30;0.44966444;0.39597315;0.5092839;0.7241442;0.37400054931640625;2910;0.43136072;0.43143612;30;0;0;78;0
82.0;3;17;37;0.44966444;0.24832214;0.5092839;0.013255487;0.0099945068359375;2812;0.43136072;0.21198644;0;0;37;0;0
82.0;10;14;2;0.013422819;0.013422819;0.0;0.0;0.0;152;0.011458726;0.011458726;0;0;2;0;0
82.0;14;6;10;0.06711409;0.06711409;0.13661246;0.13661246;0.10300445556640625;760;0.05729363;0.05729363;0;0;10;0;0
83.0;14;6;52;0.23853211;0.23853211;0.034785494;0.034785494;0.01200103759765625;3952;0.2273878;0.2273878;0;0;52;0;0
83.0;6;0;56;0.25688073;0.25688073;0.037704557;0.037704557;0.01300811767578125;4256;0.24487917;0.24487917;0;0;56;0;0
83.0;12;21;30;0.2706422;0.13761468;0.5825962;0.5652145;0.19499969482421875;2910;0.29424626;0.16743383;30;0;0;78;0
83.0;3;17;35;0.16055046;0.16055046;0.03186643;0.03186643;0.01099395751953125;2842;0.16352129;0.16352129;7;0;28;0;0
83.0;12;3;29;0.2706422;0.13302752;0.5825962;0.01738169;0.0059967041015625;2204;0.29424626;0.12681243;0;0;29;0;0
83.0;17;10;14;0.06422018;0.06422018;0.31304732;0.31304732;0.108001708984375;1064;0.061219793;0.061219793;0;0;14;0;0
83.0;10;14;2;0.0091743115;0.0091743115;0.0;0.0;0.0;152;0.008745684;0.008745684;0;0;2;0;0
84.0;13;12;29;0.2013889;0.2013889;0.149152;0.149152;0.10500335693359375;2204;0.19722596;0.19722596;0;0;29;0;0
84.0;12;3;2;0.013888889;0.013888889;0.0;0.0;0.0;152;0.013601789;0.013601789;0;0;2;0;0
84.0;3;17;28;0.27083334;0.19444445;0.5354971;0.011357356;0.00799560546875;2128;0.28590605;0.19042505;0;0;28;0;0
84.0;17;10;13;0.090277776;0.090277776;0.14488214;0.14488214;0.10199737548828125;988;0.08841164;0.08841164;0;0;13;0;0
84.0;10;14;3;0.020833334;0.020833334;0.0;0.0;0.0;228;0.020402685;0.020402685;0;0;3;0;0
84.0;14;6;31;0.21527778;0.21527778;0.16193986;0.16193986;0.11400604248046875;2356;0.21082774;0.21082774;0;0;31;0;0
84.0;6;0;27;0.1875;0.1875;0.008528854;0.008528854;0.00600433349609375;2052;0.18362416;0.18362416;0;0;27;0;0
84.0;3;21;11;0.27083334;0.07638889;0.5354971;0.5241398;0.36899566650390625;1067;0.28590605;0.095480986;11;0;0;78;0
85.0;3;21;19;0.3267974;0.5163399;0.49894837;0.69601655;0.37799835205078125;1843;0.3290382;0.5037802;19;0;0;78;0
85.0;13;21;30;0.28104576;0.5163399;0.2788241;0.69601655;0.18199920654296875;2910;0.27848268;0.5037802;30;0;0;117;0
85.0;3;17;31;0.3267974;0.20261438;0.49894837;0.102724664;0.09799957275390625;3162;0.3290382;0.20787588;31;0;0;0;0
85.0;12;21;30;0.39215687;0.5163399;0.22222756;0.69601655;0.10400390625;2910;0.39247912;0.5037802;30;0;0;78;0
85.0;12;3;30;0.39215687;0.19607843;0.22222756;0.113209054;0.108001708984375;3060;0.39247912;0.2011702;30;0;0;0;0
85.0;13;12;13;0.28104576;0.08496732;0.2788241;0.08804971;0.0839996337890625;1326;0.27848268;0.08717375;13;0;0;0;0
86.0;13;12;50;0.3242009;0.2283105;0.33675522;0.1566654;0.10700225830078125;4268;0.34675246;0.23472475;18;0;32;0;0
86.0;19;13;12;0.19178082;0.05479452;0.31770962;0.13615647;0.09299468994140625;912;0.21019633;0.05015674;0;0;12;0;0
86.0;12;3;3;0.01369863;0.01369863;0.0014633274;0.0014633274;0.00099945068359375;228;0.012539185;0.012539185;0;0;3;0;0
86.0;3;17;28;0.12785389;0.12785389;0.15812872;0.15812872;0.108001708984375;2128;0.117032394;0.117032394;0;0;28;0;0
86.0;17;10;13;0.05936073;0.05936073;0.0058533098;0.0058533098;0.003997802734375;988;0.05433647;0.05433647;0;0;13;0;0
86.0;10;14;3;0.01369863;0.01369863;0.0;0.0;0.0;228;0.012539185;0.012539185;0;0;3;0;0
86.0;14;6;31;0.14155251;0.14155251;0.17129867;0.17129867;0.11699676513671875;2356;0.12957157;0.12957157;0;0;31;0;0
86.0;19;21;30;0.19178082;0.23287672;0.31770962;0.36164296;0.12400054931640625;2910;0.21019633;0.2720673;30;0;0;78;0
86.0;6;0;28;0.12785389;0.12785389;0.008791135;0.008791135;0.00600433349609375;2128;0.117032394;0.117032394;0;0;28;0;0
86.0;13;21;21;0.3242009;0.23287672;0.33675522;0.36164296;0.1230010986328125;2037;0.34675246;0.2720673;21;0;0;117;0
87.0;13;21;9;0.29411766;0.54901963;0.38055682;0.6046358;0.08699798583984375;873;0.2978072;0.5365468;9;0;0;117;0
87.0;5;15;17;0.16666667;0.16666667;0.008468288;0.008468288;0.00400543212890625;1734;0.17127618;0.17127618;17;0;0;0;0
87.0;14;21;30;0.29411766;0.54901963;0.2240951;0.6046358;0.10599517822265625;2910;0.2874358;0.5365468;30;0;0;0;0
87.0;13;12;21;0.29411766;0.20588236;0.38055682;0.19662559;0.0930023193359375;2142;0.2978072;0.21157645;21;0;0;0;0
87.0;12;3;8;0.078431375;0.078431375;0.19027033;0.19027033;0.089996337890625;816;0.08060055;0.08060055;8;0;0;0;0
87.0;19;21;17;0.16666667;0.54901963;0.19660945;0.6046358;0.09299468994140625;1649;0.16288029;0.5365468;17;0;0;78;0
88.0;19;21;13;0.15384616;0.8791209;0.3942871;0.7908674;0.25200653076171875;1261;0.20074804;0.838596;13;0;0;78;0
88.0;19;13;15;0.15384616;0.082417585;0.3942871;0.10627965;0.09299468994140625;1530;0.20074804;0.11004819;15;0;0;0;0
88.0;7;21;39;0.21428572;0.8791209;0.1268572;0.7908674;0.11100006103515625;2496;0.17952959;0.838596;0;39;0;117;0
88.0;18;21;39;0.21428572;0.8791209;0.12343053;0.7908674;0.108001708984375;2496;0.17952959;0.838596;0;39;0;117;0
88.0;1;21;39;0.21428572;0.8791209;0.12914167;0.7908674;0.11299896240234375;2496;0.17952959;0.838596;0;39;0;117;0
88.0;12;21;30;0.16483517;0.8791209;0.12343053;0.7908674;0.108001708984375;2910;0.20930734;0.838596;30;0;0;78;0
88.0;8;4;7;0.03846154;0.03846154;0.102852955;0.102852955;0.089996337890625;714;0.051355824;0.051355824;7;0;0;0;0
89.0;8;4;2;0.018691588;0.018691588;0.0030286917;0.0030286917;0.0019989013671875;204;0.019495413;0.019495413;2;0;0;0;0
89.0;10;21;30;0.28037384;0.8411215;0.2787899;0.8651654;0.18399810791015625;2910;0.27809632;0.834289;30;0;0;78;0
89.0;3;21;30;0.28037384;0.8411215;0.23182207;0.8651654;0.1529998779296875;2910;0.27809632;0.834289;30;0;0;78;0
89.0;13;21;30;0.28037384;0.8411215;0.35455343;0.8651654;0.23400115966796875;2910;0.27809632;0.834289;30;0;0;117;0
89.0;19;13;14;0.13084112;0.13084112;0.013629112;0.013629112;0.00899505615234375;1428;0.13646789;0.13646789;14;0;0;0;0
89.0;4;8;1;0.009345794;0.009345794;0.11817677;0.11817677;0.07799530029296875;102;0.009747706;0.009747706;1;0;0;0;0
90.0;4;8;22;0.2037037;0.2037037;0.1976433;0.1976433;0.1510009765625;2244;0.20950425;0.20950425;22;0;0;0;0
90.0;9;5;25;0.23148148;0.23148148;0.11388057;0.11388057;0.087005615234375;2550;0.238073;0.238073;25;0;0;0;0
90.0;19;21;30;0.2777778;0.5648148;0.13874575;0.68847615;0.1060028076171875;2910;0.2716833;0.55242276;30;0;0;78;0
90.0;17;21;30;0.2777778;0.5648148;0.43847615;0.68847615;0.33499908447265625;2910;0.2716833;0.55242276;30;0;0;78;0
90.0;11;21;1;0.009259259;0.5648148;0.111254245;0.68847615;0.08499908447265625;97;0.009056111;0.55242276;1;0;0;0;0
91.0;11;21;29;1.0;0.5576923;1.0;0.98796433;0.7389984130859375;2813;1.0;0.5452607;29;0;0;0;0
91.0;11;8;23;1.0;0.44230768;1.0;0.012035659;0.009002685546875;2346;1.0;0.4547393;23;0;0;0;0
92.0;2;11;27;0.4107143;0.24107143;0.35369748;0.1833338;0.0989990234375;2052;0.41407222;0.21295144;0;0;27;0;0
92.0;11;0;36;0.32142857;0.32142857;0.19073723;0.19073723;0.102996826171875;2736;0.28393525;0.28393525;0;0;36;0;0
92.0;2;8;19;0.4107143;0.16964285;0.35369748;0.17036368;0.0919952392578125;1938;0.41407222;0.2011208;19;0;0;0;0
92.0;3;21;30;0.26785713;0.26785713;0.45556527;0.45556527;0.246002197265625;2910;0.30199254;0.30199254;30;0;0;78;0
93.0;14;10;23;0.36507937;0.36507937;0.33096927;0.33096927;0.093994140625;2346;0.37380496;0.37380496;23;0;0;0;0
93.0;12;21;30;0.47619048;0.47619048;0.3521384;0.3521384;0.100006103515625;2910;0.46367112;0.46367112;30;0;0;78;0
93.0;6;14;10;0.15873016;0.15873016;0.31689233;0.31689233;0.089996337890625;1020;0.1625239;0.1625239;10;0;0;0;0
95.0;13;21;30;0.4477612;0.7761194;0.59231657;0.8615428;0.38500213623046875;2910;0.44265288;0.76726496;30;0;0;117;0
95.0;17;3;15;0.2238806;0.2238806;0.13845721;0.13845721;0.089996337890625;1530;0.23273502;0.23273502;15;0;0;0;0
95.0;2;21;22;0.3283582;0.7761194;0.26922625;0.8615428;0.17499542236328125;2134;0.3246121;0.76726496;22;0;0;0;0
96.0;2;21;8;0.19512194;0.55284554;0.21944444;0.87032914;0.0839996337890625;776;0.18485524;0.61210096;8;0;0;0;0
96.0;19;21;30;0.24390244;0.55284554;0.3778063;0.87032914;0.30300140380859375;2910;0.27004454;0.61210096;30;0;0;78;0
96.0;16;2;3;0.024390243;0.024390243;0.0049847793;0.0049847793;0.003997802734375;228;0.021158129;0.021158129;0;0;3;0;0
96.0;2;11;16;0.19512194;0.1300813;0.21944444;0.114707;0.0919952392578125;1216;0.18485524;0.11284336;0;0;16;0;0
96.0;11;0;36;0.29268292;0.29268292;0.009979071;0.009979071;0.00800323486328125;2736;0.25389755;0.25389755;0;0;36;0;0
96.0;18;21;30;0.24390244;0.55284554;0.38778538;0.87032914;0.311004638671875;2910;0.27004454;0.61210096;30;0;0;117;0
97.0;18;19;21;0.109947644;0.109947644;0.17120361;0.17120361;0.10700225830078125;1596;0.109947644;0.109947644;0;0;21;0;0
97.0;19;13;30;0.15706806;0.15706806;0.20639649;0.20639649;0.128997802734375;2280;0.15706806;0.15706806;0;0;30;0;0
97.0;13;12;34;0.17801048;0.17801048;0.01439209;0.01439209;0.00899505615234375;2584;0.17801048;0.17801048;0;0;34;0;0
97.0;12;3;4;0.020942409;0.020942409;0.17600098;0.17600098;0.1100006103515625;304;0.020942409;0.020942409;0;0;4;0;0
97.0;3;17;28;0.14659686;0.14659686;0.012805176;0.012805176;0.00800323486328125;2128;0.14659686;0.14659686;0;0;28;0;0
97.0;17;10;13;0.06806283;0.06806283;0.2;0.2;0.125;988;0.06806283;0.06806283;0;0;13;0;0
97.0;10;14;3;0.015706806;0.015706806;0.0015991211;0.0015991211;0.00099945068359375;228;0.015706806;0.015706806;0;0;3;0;0
97.0;14;6;31;0.16230367;0.16230367;0.20799561;0.20799561;0.12999725341796875;2356;0.16230367;0.16230367;0;0;31;0;0
97.0;6;0;27;0.14136125;0.14136125;0.009606933;0.009606933;0.00600433349609375;2052;0.14136125;0.14136125;0;0;27;0;0
98.0;18;19;22;0.4642857;0.19642857;0.65480477;0.1126939;0.095001220703125;2244;0.46965554;0.20448333;22;0;0;0;0
98.0;18;21;30;0.4642857;0.8035714;0.65480477;0.8873061;0.457000732421875;2910;0.46965554;0.79551667;30;0;0;117;0
98.0;1;21;30;0.26785713;0.8035714;0.22420222;0.8873061;0.18900299072265625;2910;0.2651722;0.79551667;30;0;0;117;0
98.0;10;21;30;0.26785713;0.8035714;0.120992996;0.8873061;0.10199737548828125;2910;0.2651722;0.79551667;30;0;0;78;0
99.0;7;21;39;0.15853658;0.15853658;0.21117061;0.21117061;0.10199737548828125;2496;0.13577023;0.13577023;0;39;0;156;0
99.0;1;18;36;0.14634146;0.14634146;0.22980934;0.22980934;0.11100006103515625;2892;0.15731071;0.15731071;6;0;30;0;0
99.0;18;19;2;0.008130081;0.008130081;0.0;0.0;0.0;152;0.008268059;0.008268059;0;0;2;0;0
99.0;19;13;30;0.12195122;0.12195122;0.25672495;0.25672495;0.12400054931640625;2280;0.12402089;0.12402089;0;0;30;0;0
99.0;13;12;34;0.13821138;0.13821138;0.012431092;0.012431092;0.00600433349609375;2584;0.140557;0.140557;0;0;34;0;0
99.0;12;3;3;0.0121951215;0.0121951215;0.002069216;0.002069216;0.00099945068359375;228;0.012402088;0.012402088;0;0;3;0;0
99.0;3;17;28;0.11382114;0.11382114;0.012431092;0.012431092;0.00600433349609375;2128;0.11575283;0.11575283;0;0;28;0;0
99.0;17;10;13;0.05284553;0.05284553;0.006207648;0.006207648;0.00299835205078125;988;0.053742386;0.053742386;0;0;13;0;0
99.0;10;14;2;0.008130081;0.008130081;0.002069216;0.002069216;0.00099945068359375;152;0.008268059;0.008268059;0;0;2;0;0
99.0;14;6;32;0.1300813;0.1300813;0.25465575;0.25465575;0.1230010986328125;2432;0.13228895;0.13228895;0;0;32;0;0
99.0;6;0;27;0.1097561;0.1097561;0.012431092;0.012431092;0.00600433349609375;2052;0.1116188;0.1116188;0;0;27;0;0
100.0;1;18;24;0.44262296;0.19672132;0.5697434;0.3575604;0.18199920654296875;2448;0.44579417;0.2036775;24;0;0;0;0
100.0;1;21;30;0.44262296;0.6967213;0.5697434;0.6385125;0.108001708984375;2910;0.44579417;0.6859972;30;0;0;117;0
100.0;14;21;30;0.24590164;0.6967213;0.20038672;0.6385125;0.10199737548828125;2910;0.24211664;0.6859972;30;0;0;0;0
100.0;15;5;13;0.10655738;0.10655738;0.003927094;0.003927094;0.0019989013671875;1326;0.11032532;0.11032532;13;0;0;0;0
100.0;9;21;25;0.20491803;0.6967213;0.2259428;0.6385125;0.1150054931640625;2425;0.20176387;0.6859972;25;0;0;0;0
101.0;9;21;5;0.029239766;0.38011697;0.0023910345;0.5131598;0.0019989013671875;485;0.03328986;0.4327682;5;0;0;0;0
101.0;20;21;30;0.1754386;0.38011697;0.30023912;0.5131598;0.25099945068359375;2910;0.19973917;0.4327682;30;0;0;0;0
101.0;7;21;30;0.23976608;0.38011697;0.3241677;0.5131598;0.17600250244140625;2910;0.2571213;0.4327682;30;0;0;156;0
101.0;18;19;10;0.058479533;0.058479533;0.22726692;0.22726692;0.18999481201171875;968;0.066442445;0.066442445;8;0;2;0;0
101.0;7;1;11;0.23976608;0.064327486;0.3241677;0.11363802;0.095001220703125;836;0.2571213;0.057382114;0;0;11;0;0
101.0;1;18;18;0.10526316;0.10526316;0.0035865519;0.0035865519;0.00299835205078125;1368;0.093898006;0.093898006;0;0;18;0;0
101.0;19;13;29;0.16959064;0.16959064;0.00718223;0.00718223;0.00600433349609375;2204;0.15128012;0.15128012;0;0;29;0;0
